Sample in Buffer,Sample in Window,TRIGGER,EXP_IBUF[15:0],clk50M_IBUF,HADDRI[31:0],HRDATAI[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
597,597,0,ff5e,0,00000394,00000000
598,598,0,ff5e,0,00000394,b530bd00
599,599,0,ff5e,0,00000398,25004604
600,600,0,ff5e,0,0000039c,f44fe005
601,601,0,ff5e,0,0000039c,00000000
602,602,0,ff5e,0,0000039c,00000000
603,603,0,ff5e,0,0000039c,00000000
604,604,0,ff5e,0,0000039c,00000000
605,605,0,ff5e,0,000003b8,00000000
606,606,0,ff5e,0,000003bc,1c60ffdc
607,607,0,ff5e,0,000003c0,429cb284
608,608,0,ff5e,0,000003c4,bd10dbf8
609,609,0,ff5e,0,000003c8,4821b086
610,610,0,ff5e,0,000003b4,f44f6800
611,611,0,ff5e,0,000003b8,f7ff2032
612,612,0,ff5e,0,000003bc,1c60ffdc
613,613,0,ff5e,0,00000370,429cb284
614,614,0,ff5e,0,00000374,b5004770
615,615,0,ff5e,0,00000378,20004602
616,616,0,ff5e,0,0000037c,ff88f7ff
617,617,0,ff5e,0,00000380,f7ff4610
618,618,0,ff5e,0,00000380,00000000
619,619,0,ff5e,0,0000028c,2000ff89
620,620,0,ff5e,0,00000290,21e0f04f
621,621,0,ff5e,0,00000294,47706108
622,622,0,ff5e,0,00000298,21e0f04f
623,623,0,ff5e,0,0000029c,47706148
624,624,0,ff5e,0,0000037c,00000000
625,625,0,ff5e,0,0000003c,00000000
626,626,0,ff5e,0,00000380,000002c1
627,627,0,ff5e,0,000002c4,00000000
628,628,0,ff5e,0,000002c4,00000000
629,629,0,ff5e,0,000002c0,00000000
630,630,0,ff5e,0,000002c4,68004802
631,631,0,ff5e,0,000002c8,49011c40
632,632,0,ff5e,0,000002cc,47706008
633,633,0,ff5e,0,000002cc,00000000
634,634,0,ff5e,0,000002cc,00000000
635,635,0,ff5e,0,000002cc,00000000
636,636,0,ff5e,0,000002cc,20000004
637,637,0,ff5e,0,000002cc,00000000
638,638,0,ff5e,0,000002d0,00000000
639,639,0,ff5e,0,000002d0,20000004
640,640,0,ff5e,0,000002d4,4811b51f
641,641,0,ff5e,0,000002d4,00000000
642,642,0,ff5e,0,000002d4,20000004
643,643,0,ff5e,0,1ffffff8,00000000
644,644,0,ff5e,0,1ffffffc,00000000
645,645,0,ff5e,0,1ffffffc,00000000
646,646,0,ff5e,0,1ffffffc,00000000
647,647,0,ff5e,0,00000290,00000000
648,648,0,ff5e,0,00000294,00000000
649,649,0,ff5e,0,00000294,47706108
650,650,0,ff5e,0,00000298,21e0f04f
651,651,0,ff5e,0,0000029c,47706148
652,652,0,ff5e,0,0000029c,00000000
653,653,0,ff5e,0,0000029c,00000000
654,654,0,ff5e,0,0000037c,00000000
655,655,0,ff5e,0,00000380,f7ff4610
656,656,0,ff5e,0,00000384,2000ff89
657,657,0,ff5e,0,00000384,00000000
658,658,0,ff5e,0,00000294,ff8af7ff
659,659,0,ff5e,0,00000298,21e0f04f
660,660,0,ff5e,0,0000029c,47706148
661,661,0,ff5e,0,000002a0,21e0f04f
662,662,0,ff5e,0,000002a4,47706188
663,663,0,ff5e,0,00000380,00000000
664,664,0,ff5e,0,00000384,2000ff89
665,665,0,ff5e,0,00000388,ff8af7ff
666,666,0,ff5e,0,00000388,00000000
667,667,0,ff5e,0,0000029c,f7ff2007
668,668,0,ff5e,0,000002a0,21e0f04f
669,669,0,ff5e,0,000002a4,47706188
670,670,0,ff5e,0,000002a8,2000b510
671,671,0,ff5e,0,000002ac,fff0f7ff
672,672,0,ff5e,0,00000388,00000000
673,673,0,ff5e,0,0000038c,f7ff2007
674,674,0,ff5e,0,00000390,bf30ff7f
675,675,0,ff5e,0,00000390,00000000
676,676,0,ff5e,0,0000028c,b530bd00
677,677,0,ff5e,0,00000290,21e0f04f
678,678,0,ff5e,0,00000294,47706108
679,679,0,ff5e,0,00000298,21e0f04f
680,680,0,ff5e,0,0000029c,47706148
681,681,0,ff5e,0,0000038c,00000000
682,682,0,ff5e,0,00000390,bf30ff7f
683,683,0,ff5e,0,00000394,b530bd00
684,684,0,ff5e,0,00000394,00000000
685,685,0,ff5e,0,00000398,25004604
686,686,0,ff5e,0,0000039c,f44fe005
687,687,0,ff5e,0,0000039c,00000000
688,688,0,ff5e,0,0000039c,00000000
689,689,0,ff5e,0,0000039c,00000000
690,690,0,ff5e,0,0000039c,00000000
691,691,0,ff5e,0,0000039c,00000000
692,692,0,ff5e,0,0000039c,00000000
693,693,0,ff5e,0,0000039c,00000000
694,694,0,ff5e,0,0000039c,00000000
695,695,0,ff5e,0,0000039c,00000000
696,696,0,ff5e,0,0000039c,00000000
697,697,0,ff5e,0,0000039c,00000000
698,698,0,ff5e,0,0000039c,00000000
699,699,0,ff5e,0,0000039c,00000000
700,700,0,ff5e,0,0000039c,00000000
701,701,0,ff5e,0,0000039c,00000000
702,702,0,ff5e,0,0000039c,00000000
703,703,0,ff5e,0,0000039c,00000000
704,704,0,ff5e,0,0000039c,00000000
705,705,0,ff5e,0,0000039c,00000000
706,706,0,ff5e,0,0000039c,00000000
707,707,0,ff5e,0,0000039c,00000000
708,708,0,ff5e,0,0000039c,00000000
709,709,0,ff5e,0,0000039c,00000000
710,710,0,ff5e,0,0000039c,00000000
711,711,0,ff5e,0,0000039c,00000000
712,712,0,ff5e,0,0000039c,00000000
713,713,0,ff5e,0,0000039c,00000000
714,714,0,ff5e,0,0000039c,00000000
715,715,0,ff5e,0,0000039c,00000000
716,716,0,ff5e,0,0000039c,00000000
717,717,0,ff5e,0,0000039c,00000000
718,718,0,ff5e,0,0000039c,00000000
719,719,0,ff5e,0,0000039c,00000000
720,720,0,ff5e,0,0000039c,00000000
721,721,0,ff5e,0,0000039c,00000000
722,722,0,ff5e,0,0000039c,00000000
723,723,0,ff5e,0,0000039c,00000000
724,724,0,ff5e,0,0000039c,00000000
725,725,0,ff5e,0,0000039c,00000000
726,726,0,ff5e,0,0000039c,00000000
727,727,0,ff5e,0,0000039c,00000000
728,728,0,ff5e,0,0000039c,00000000
729,729,0,ff5e,0,0000039c,00000000
730,730,0,ff5e,0,0000039c,00000000
731,731,0,ff5e,0,0000039c,00000000
732,732,0,ff5e,0,0000039c,00000000
733,733,0,ff5e,0,0000039c,00000000
734,734,0,ff5e,0,0000039c,00000000
735,735,0,ff5e,0,0000039c,00000000
736,736,0,ff5e,0,0000039c,00000000
737,737,0,ff5e,0,0000003c,00000000
738,738,0,ff5e,0,0000039c,000002c1
739,739,0,ff5e,0,000002c4,00000000
740,740,0,ff5e,0,000002c4,00000000
741,741,0,ff5e,0,000002c0,00000000
742,742,0,ff5e,0,000002c4,68004802
743,743,0,ff5e,0,000002c8,49011c40
744,744,0,ff5e,0,000002cc,47706008
745,745,0,ff5e,0,000002cc,00000000
746,746,0,ff5e,0,000002cc,00000000
747,747,0,ff5e,0,000002cc,00000000
748,748,0,ff5e,0,000002cc,20000004
749,749,0,ff5e,0,000002cc,00000000
750,750,0,ff5e,0,000002d0,00000000
751,751,0,ff5e,0,000002d0,20000004
752,752,0,ff5e,0,000002d4,4811b51f
753,753,0,ff5e,0,000002d4,00000000
754,754,0,ff5e,0,000002d4,20000004
755,755,0,ff5e,0,1ffffff8,00000000
756,756,0,ff5e,0,1ffffffc,00000000
757,757,0,ff5e,0,1ffffffc,00000000
758,758,0,ff5e,0,1ffffffc,00000000
759,759,0,ff5e,0,00000390,00000000
760,760,0,ff5e,0,00000394,00000000
761,761,0,ff5e,0,00000394,b530bd00
762,762,0,ff5e,0,00000398,25004604
763,763,0,ff5e,0,0000039c,f44fe005
764,764,0,ff5e,0,0000039c,00000000
765,765,0,ff5e,0,0000039c,00000000
766,766,0,ff5e,0,0000039c,00000000
767,767,0,ff5e,0,0000039c,00000000
768,768,0,ff5e,0,000003b8,00000000
769,769,0,ff5e,0,000003bc,1c60ffdc
770,770,0,ff5e,0,000003c0,429cb284
771,771,0,ff5e,0,000003c4,bd10dbf8
772,772,0,ff5e,0,000003c8,4821b086
773,773,0,ff5e,0,000003b4,f44f6800
774,774,0,ff5e,0,000003b8,f7ff2032
775,775,0,ff5e,0,000003bc,1c60ffdc
776,776,0,ff5e,0,00000370,429cb284
777,777,0,ff5e,0,00000374,b5004770
778,778,0,ff5e,0,00000378,20004602
779,779,0,ff5e,0,0000037c,ff88f7ff
780,780,0,ff5e,0,00000380,f7ff4610
781,781,0,ff5e,0,00000380,00000000
782,782,0,ff5e,0,0000028c,2000ff89
783,783,0,ff5e,0,00000290,21e0f04f
784,784,0,ff5e,0,00000294,47706108
785,785,0,ff5e,0,00000298,21e0f04f
786,786,0,ff5e,0,0000029c,47706148
787,787,0,ff5e,0,0000037c,00000000
788,788,0,ff5e,0,0000003c,00000000
789,789,0,ff5e,0,00000380,000002c1
790,790,0,ff5e,0,000002c4,00000000
791,791,0,ff5e,0,000002c4,00000000
792,792,0,ff5e,0,000002c0,00000000
793,793,0,ff5e,0,000002c4,68004802
794,794,0,ff5e,0,000002c8,49011c40
795,795,0,ff5e,0,000002cc,47706008
796,796,0,ff5e,0,000002cc,00000000
797,797,0,ff5e,0,000002cc,00000000
798,798,0,ff5e,0,000002cc,00000000
799,799,0,ff5e,0,000002cc,20000004
800,800,0,ff5e,0,000002cc,00000000
801,801,0,ff5e,0,000002d0,00000000
802,802,0,ff5e,0,000002d0,20000004
803,803,0,ff5e,0,000002d4,4811b51f
804,804,0,ff5e,0,000002d4,00000000
805,805,0,ff5e,0,000002d4,20000004
806,806,0,ff5e,0,1ffffff8,00000000
807,807,0,ff5e,0,1ffffffc,00000000
808,808,0,ff5e,0,1ffffffc,00000000
809,809,0,ff5e,0,1ffffffc,00000000
810,810,0,ff5e,0,00000290,00000000
811,811,0,ff5e,0,00000294,00000000
812,812,0,ff5e,0,00000294,47706108
813,813,0,ff5e,0,00000298,21e0f04f
814,814,0,ff5e,0,0000029c,47706148
815,815,0,ff5e,0,0000029c,00000000
816,816,0,ff5e,0,0000029c,00000000
817,817,0,ff5e,0,0000037c,00000000
818,818,0,ff5e,0,00000380,f7ff4610
819,819,0,ff5e,0,00000384,2000ff89
820,820,0,ff5e,0,00000384,00000000
821,821,0,ff5e,0,00000294,ff8af7ff
822,822,0,ff5e,0,00000298,21e0f04f
823,823,0,ff5e,0,0000029c,47706148
824,824,0,ff5e,0,000002a0,21e0f04f
825,825,0,ff5e,0,000002a4,47706188
826,826,0,ff5e,0,00000380,00000000
827,827,0,ff5e,0,00000384,2000ff89
828,828,0,ff5e,0,00000388,ff8af7ff
829,829,0,ff5e,0,00000388,00000000
830,830,0,ff5e,0,0000029c,f7ff2007
831,831,0,ff5e,0,000002a0,21e0f04f
832,832,0,ff5e,0,000002a4,47706188
833,833,0,ff5e,0,000002a8,2000b510
834,834,0,ff5e,0,000002ac,fff0f7ff
835,835,0,ff5e,0,00000388,00000000
836,836,0,ff5e,0,0000038c,f7ff2007
837,837,0,ff5e,0,00000390,bf30ff7f
838,838,0,ff5e,0,00000390,00000000
839,839,0,ff5e,0,0000028c,b530bd00
840,840,0,ff5e,0,00000290,21e0f04f
841,841,0,ff5e,0,00000294,47706108
842,842,0,ff5e,0,00000298,21e0f04f
843,843,0,ff5e,0,0000029c,47706148
844,844,0,ff5e,0,0000038c,00000000
845,845,0,ff5e,0,00000390,bf30ff7f
846,846,0,ff5e,0,00000394,b530bd00
847,847,0,ff5e,0,00000394,00000000
848,848,0,ff5e,0,00000398,25004604
849,849,0,ff5e,0,0000039c,f44fe005
850,850,0,ff5e,0,0000039c,00000000
851,851,0,ff5e,0,0000039c,00000000
852,852,0,ff5e,0,0000039c,00000000
853,853,0,ff5e,0,0000039c,00000000
854,854,0,ff5e,0,0000039c,00000000
855,855,0,ff5e,0,0000039c,00000000
856,856,0,ff5e,0,0000039c,00000000
857,857,0,ff5e,0,0000039c,00000000
858,858,0,ff5e,0,0000039c,00000000
859,859,0,ff5e,0,0000039c,00000000
860,860,0,ff5e,0,0000039c,00000000
861,861,0,ff5e,0,0000039c,00000000
862,862,0,ff5e,0,0000039c,00000000
863,863,0,ff5e,0,0000039c,00000000
864,864,0,ff5e,0,0000039c,00000000
865,865,0,ff5e,0,0000039c,00000000
866,866,0,ff5e,0,0000039c,00000000
867,867,0,ff5e,0,0000039c,00000000
868,868,0,ff5e,0,0000039c,00000000
869,869,0,ff5e,0,0000039c,00000000
870,870,0,ff5e,0,0000039c,00000000
871,871,0,ff5e,0,0000039c,00000000
872,872,0,ff5e,0,0000039c,00000000
873,873,0,ff5e,0,0000039c,00000000
874,874,0,ff5e,0,0000039c,00000000
875,875,0,ff5e,0,0000039c,00000000
876,876,0,ff5e,0,0000039c,00000000
877,877,0,ff5e,0,0000039c,00000000
878,878,0,ff5e,0,0000039c,00000000
879,879,0,ff5e,0,0000039c,00000000
880,880,0,ff5e,0,0000039c,00000000
881,881,0,ff5e,0,0000039c,00000000
882,882,0,ff5e,0,0000039c,00000000
883,883,0,ff5e,0,0000039c,00000000
884,884,0,ff5e,0,0000039c,00000000
885,885,0,ff5e,0,0000039c,00000000
886,886,0,ff5e,0,0000039c,00000000
887,887,0,ff5e,0,0000039c,00000000
888,888,0,ff5e,0,0000039c,00000000
889,889,0,ff5e,0,0000039c,00000000
890,890,0,ff5e,0,0000039c,00000000
891,891,0,ff5e,0,0000039c,00000000
892,892,0,ff5e,0,0000039c,00000000
893,893,0,ff5e,0,0000039c,00000000
894,894,0,ff5e,0,0000039c,00000000
895,895,0,ff5e,0,0000039c,00000000
896,896,0,ff5e,0,0000039c,00000000
897,897,0,ff5e,0,0000039c,00000000
898,898,0,ff5e,0,0000039c,00000000
899,899,0,ff5e,0,0000039c,00000000
900,900,0,ff5e,0,0000003c,00000000
901,901,0,ff5e,0,0000039c,000002c1
902,902,0,ff5e,0,000002c4,00000000
903,903,0,ff5e,0,000002c4,00000000
904,904,0,ff5e,0,000002c0,00000000
905,905,0,ff5e,0,000002c4,68004802
906,906,0,ff5e,0,000002c8,49011c40
907,907,0,ff5e,0,000002cc,47706008
908,908,0,ff5e,0,000002cc,00000000
909,909,0,ff5e,0,000002cc,00000000
910,910,0,ff5e,0,000002cc,00000000
911,911,0,ff5e,0,000002cc,20000004
912,912,0,ff5e,0,000002cc,00000000
913,913,0,ff5e,0,000002d0,00000000
914,914,0,ff5e,0,000002d0,20000004
915,915,0,ff5e,0,000002d4,4811b51f
916,916,0,ff5e,0,000002d4,00000000
917,917,0,ff5e,0,000002d4,20000004
918,918,0,ff5e,0,1ffffff8,00000000
919,919,0,ff5e,0,1ffffffc,00000000
920,920,0,ff5e,0,1ffffffc,00000000
921,921,0,ff5e,0,1ffffffc,00000000
922,922,0,ff5e,0,00000390,00000000
923,923,0,ff5e,0,00000394,00000000
924,924,0,ff5e,0,00000394,b530bd00
925,925,0,ff5e,0,00000398,25004604
926,926,0,ff5e,0,0000039c,f44fe005
927,927,0,ff5e,0,0000039c,00000000
928,928,0,ff5e,0,0000039c,00000000
929,929,0,ff5e,0,0000039c,00000000
930,930,0,ff5e,0,0000039c,00000000
931,931,0,ff5e,0,000003b8,00000000
932,932,0,ff5e,0,000003bc,1c60ffdc
933,933,0,ff5e,0,000003c0,429cb284
934,934,0,ff5e,0,000003c4,bd10dbf8
935,935,0,ff5e,0,000003c8,4821b086
936,936,0,ff5e,0,000003b4,f44f6800
937,937,0,ff5e,0,000003b8,f7ff2032
938,938,0,ff5e,0,000003bc,1c60ffdc
939,939,0,ff5e,0,00000370,429cb284
940,940,0,ff5e,0,00000374,b5004770
941,941,0,ff5e,0,00000378,20004602
942,942,0,ff5e,0,0000037c,ff88f7ff
943,943,0,ff5e,0,00000380,f7ff4610
944,944,0,ff5e,0,00000380,00000000
945,945,0,ff5e,0,0000028c,2000ff89
946,946,0,ff5e,0,00000290,21e0f04f
947,947,0,ff5e,0,00000294,47706108
948,948,0,ff5e,0,00000298,21e0f04f
949,949,0,ff5e,0,0000029c,47706148
950,950,0,ff5e,0,0000037c,00000000
951,951,0,ff5e,0,0000003c,00000000
952,952,0,ff5e,0,00000380,000002c1
953,953,0,ff5e,0,000002c4,00000000
954,954,0,ff5e,0,000002c4,00000000
955,955,0,ff5e,0,000002c0,00000000
956,956,0,ff5e,0,000002c4,68004802
957,957,0,ff5e,0,000002c8,49011c40
958,958,0,ff5e,0,000002cc,47706008
959,959,0,ff5e,0,000002cc,00000000
960,960,0,ff5e,0,000002cc,00000000
961,961,0,ff5e,0,000002cc,00000000
962,962,0,ff5e,0,000002cc,20000004
963,963,0,ff5e,0,000002cc,00000000
964,964,0,ff5e,0,000002d0,00000000
965,965,0,ff5e,0,000002d0,20000004
966,966,0,ff5e,0,000002d4,4811b51f
967,967,0,ff5e,0,000002d4,00000000
968,968,0,ff5e,0,000002d4,20000004
969,969,0,ff5e,0,1ffffff8,00000000
970,970,0,ff5e,0,1ffffffc,00000000
971,971,0,ff5e,0,1ffffffc,00000000
972,972,0,ff5e,0,1ffffffc,00000000
973,973,0,ff5e,0,00000290,00000000
974,974,0,ff5e,0,00000294,00000000
975,975,0,ff5e,0,00000294,47706108
976,976,0,ff5e,0,00000298,21e0f04f
977,977,0,ff5e,0,0000029c,47706148
978,978,0,ff5e,0,0000029c,00000000
979,979,0,ff5e,0,0000029c,00000000
980,980,0,ff5e,0,0000037c,00000000
981,981,0,ff5e,0,00000380,f7ff4610
982,982,0,ff5e,0,00000384,2000ff89
983,983,0,ff5e,0,00000384,00000000
984,984,0,ff5e,0,00000294,ff8af7ff
985,985,0,ff5e,0,00000298,21e0f04f
986,986,0,ff5e,0,0000029c,47706148
987,987,0,ff5e,0,000002a0,21e0f04f
988,988,0,ff5e,0,000002a4,47706188
989,989,0,ff5e,0,00000380,00000000
990,990,0,ff5e,0,00000384,2000ff89
991,991,0,ff5e,0,00000388,ff8af7ff
992,992,0,ff5e,0,00000388,00000000
993,993,0,ff5e,0,0000029c,f7ff2007
994,994,0,ff5e,0,000002a0,21e0f04f
995,995,0,ff5e,0,000002a4,47706188
996,996,0,ff5e,0,000002a8,2000b510
997,997,0,ff5e,0,000002ac,fff0f7ff
998,998,0,ff5e,0,00000388,00000000
999,999,0,ff5e,0,0000038c,f7ff2007
1000,1000,0,ff5e,0,00000390,bf30ff7f
1001,1001,0,ff5e,0,00000390,00000000
1002,1002,0,ff5e,0,0000028c,b530bd00
1003,1003,0,ff5e,0,00000290,21e0f04f
1004,1004,0,ff5e,0,00000294,47706108
1005,1005,0,ff5e,0,00000298,21e0f04f
1006,1006,0,ff5e,0,0000029c,47706148
1007,1007,0,ff5e,0,0000038c,00000000
1008,1008,0,ff5e,0,00000390,bf30ff7f
1009,1009,0,ff5e,0,00000394,b530bd00
1010,1010,0,ff5e,0,00000394,00000000
1011,1011,0,ff5e,0,00000398,25004604
1012,1012,0,ff5e,0,0000039c,f44fe005
1013,1013,0,ff5e,0,0000039c,00000000
1014,1014,0,ff5e,0,0000039c,00000000
1015,1015,0,ff5e,0,0000039c,00000000
1016,1016,0,ff5e,0,0000039c,00000000
1017,1017,0,ff5e,0,0000039c,00000000
1018,1018,0,ff5e,0,0000039c,00000000
1019,1019,0,ff5e,0,0000039c,00000000
1020,1020,0,ff5e,0,0000039c,00000000
1021,1021,0,ff5e,0,0000039c,00000000
1022,1022,0,ff5e,0,0000039c,00000000
1023,1023,0,ff5e,0,0000039c,00000000
