Sample in Buffer,Sample in Window,TRIGGER,EXP_IBUF[15:0],clk50M_IBUF,HADDRI[31:0],HRDATAI[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
584,584,0,ff5e,0,000003c8,00000000
585,585,0,ff5e,0,000003c8,00000000
586,586,0,ff5e,0,000003c8,00000000
587,587,0,ff5e,0,000003c8,00000000
588,588,0,ff5e,0,000003c8,00000000
589,589,0,ff5e,0,000003c8,00000000
590,590,0,ff5e,0,000003c8,00000000
591,591,0,ff5e,0,000003c8,00000000
592,592,0,ff5e,0,000003c8,00000000
593,593,0,ff5e,0,000003c8,00000000
594,594,0,ff5e,0,000003c8,00000000
595,595,0,ff5e,0,000003c8,00000000
596,596,0,ff5e,0,000003c8,00000000
597,597,0,ff5e,0,000003c8,00000000
598,598,0,ff5e,0,000003c8,00000000
599,599,0,ff5e,0,000003c8,00000000
600,600,0,ff5e,0,000003c8,00000000
601,601,0,ff5e,0,000003c8,00000000
602,602,0,ff5e,0,000003c8,00000000
603,603,0,ff5e,0,000003c8,00000000
604,604,0,ff5e,0,000003c8,00000000
605,605,0,ff5e,0,000003c8,00000000
606,606,0,ff5e,0,000003c8,00000000
607,607,0,ff5e,0,000003c8,00000000
608,608,0,ff5e,0,000003c8,00000000
609,609,0,ff5e,0,000003c8,00000000
610,610,0,ff5e,0,000003c8,00000000
611,611,0,ff5e,0,000003c8,00000000
612,612,0,ff5e,0,000003c8,00000000
613,613,0,ff5e,0,000003c8,00000000
614,614,0,ff5e,0,000003c8,00000000
615,615,0,ff5e,0,000003c8,00000000
616,616,0,ff5e,0,000003c8,00000000
617,617,0,ff5e,0,000003c8,00000000
618,618,0,ff5e,0,000003c8,00000000
619,619,0,ff5e,0,000003c8,00000000
620,620,0,ff5e,0,000003c8,00000000
621,621,0,ff5e,0,000003c8,00000000
622,622,0,ff5e,0,000003c8,00000000
623,623,0,ff5e,0,000003c8,00000000
624,624,0,ff5e,0,000003c8,00000000
625,625,0,ff5e,0,000003c8,00000000
626,626,0,ff5e,0,000003c8,00000000
627,627,0,ff5e,0,000003c8,00000000
628,628,0,ff5e,0,000003c8,00000000
629,629,0,ff5e,0,000003c8,00000000
630,630,0,ff5e,0,000003c8,00000000
631,631,0,ff5e,0,000003c8,00000000
632,632,0,ff5e,0,0000003c,00000000
633,633,0,ff5e,0,000003c8,000002ed
634,634,0,ff5e,0,000002f0,00000000
635,635,0,ff5e,0,000002f0,00000000
636,636,0,ff5e,0,000002ec,00000000
637,637,0,ff5e,0,000002f0,68004802
638,638,0,ff5e,0,000002f4,49011c40
639,639,0,ff5e,0,000002f8,47706008
640,640,0,ff5e,0,000002f8,00000000
641,641,0,ff5e,0,000002f8,00000000
642,642,0,ff5e,0,000002f8,00000000
643,643,0,ff5e,0,000002f8,20000004
644,644,0,ff5e,0,000002f8,00000000
645,645,0,ff5e,0,000002fc,00000000
646,646,0,ff5e,0,000002fc,20000004
647,647,0,ff5e,0,00000300,4811b51f
648,648,0,ff5e,0,00000300,00000000
649,649,0,ff5e,0,00000300,20000004
650,650,0,ff5e,0,1ffffff8,00000000
651,651,0,ff5e,0,1ffffffc,00000000
652,652,0,ff5e,0,1ffffffc,00000000
653,653,0,ff5e,0,1ffffffc,00000000
654,654,0,ff5e,0,000003bc,00000000
655,655,0,ff5e,0,000003c0,00000000
656,656,0,ff5e,0,000003c0,b530bd00
657,657,0,ff5e,0,000003c4,25004604
658,658,0,ff5e,0,000003c8,f44fe005
659,659,0,ff5e,0,000003c8,00000000
660,660,0,ff5e,0,000003c8,00000000
661,661,0,ff5e,0,000003c8,00000000
662,662,0,ff5e,0,000003c8,00000000
663,663,0,ff5e,0,000003e4,00000000
664,664,0,ff5e,0,000003e8,1c60ffdc
665,665,0,ff5e,0,000003ec,429cb284
666,666,0,ff5e,0,000003f0,bd10dbf8
667,667,0,ff5e,0,000003f4,4825b086
668,668,0,ff5e,0,000003e0,f44f6800
669,669,0,ff5e,0,000003e4,f7ff2032
670,670,0,ff5e,0,000003e8,1c60ffdc
671,671,0,ff5e,0,0000039c,429cb284
672,672,0,ff5e,0,000003a0,b5004770
673,673,0,ff5e,0,000003a4,20004602
674,674,0,ff5e,0,000003a8,ff88f7ff
675,675,0,ff5e,0,000003ac,f7ff4610
676,676,0,ff5e,0,000003ac,00000000
677,677,0,ff5e,0,000002b8,2000ff89
678,678,0,ff5e,0,000002bc,21e0f04f
679,679,0,ff5e,0,000002c0,47706108
680,680,0,ff5e,0,000002c4,21e0f04f
681,681,0,ff5e,0,000002c8,47706148
682,682,0,ff5e,0,000003a8,00000000
683,683,0,ff5e,0,0000003c,00000000
684,684,0,ff5e,0,000003ac,000002ed
685,685,0,ff5e,0,000002f0,00000000
686,686,0,ff5e,0,000002f0,00000000
687,687,0,ff5e,0,000002ec,00000000
688,688,0,ff5e,0,000002f0,68004802
689,689,0,ff5e,0,000002f4,49011c40
690,690,0,ff5e,0,000002f8,47706008
691,691,0,ff5e,0,000002f8,00000000
692,692,0,ff5e,0,000002f8,00000000
693,693,0,ff5e,0,000002f8,00000000
694,694,0,ff5e,0,000002f8,20000004
695,695,0,ff5e,0,000002f8,00000000
696,696,0,ff5e,0,000002fc,00000000
697,697,0,ff5e,0,000002fc,20000004
698,698,0,ff5e,0,00000300,4811b51f
699,699,0,ff5e,0,00000300,00000000
700,700,0,ff5e,0,00000300,20000004
701,701,0,ff5e,0,1ffffff8,00000000
702,702,0,ff5e,0,1ffffffc,00000000
703,703,0,ff5e,0,1ffffffc,00000000
704,704,0,ff5e,0,1ffffffc,00000000
705,705,0,ff5e,0,000002bc,00000000
706,706,0,ff5e,0,000002c0,00000000
707,707,0,ff5e,0,000002c0,47706108
708,708,0,ff5e,0,000002c4,21e0f04f
709,709,0,ff5e,0,000002c8,47706148
710,710,0,ff5e,0,000002c8,00000000
711,711,0,ff5e,0,000002c8,00000000
712,712,0,ff5e,0,000003a8,00000000
713,713,0,ff5e,0,000003ac,f7ff4610
714,714,0,ff5e,0,000003b0,2000ff89
715,715,0,ff5e,0,000003b0,00000000
716,716,0,ff5e,0,000002c0,ff8af7ff
717,717,0,ff5e,0,000002c4,21e0f04f
718,718,0,ff5e,0,000002c8,47706148
719,719,0,ff5e,0,000002cc,21e0f04f
720,720,0,ff5e,0,000002d0,47706188
721,721,0,ff5e,0,000003ac,00000000
722,722,0,ff5e,0,000003b0,2000ff89
723,723,0,ff5e,0,000003b4,ff8af7ff
724,724,0,ff5e,0,000003b4,00000000
725,725,0,ff5e,0,000002c8,f7ff2007
726,726,0,ff5e,0,000002cc,21e0f04f
727,727,0,ff5e,0,000002d0,47706188
728,728,0,ff5e,0,000002d4,2000b510
729,729,0,ff5e,0,000002d8,fff0f7ff
730,730,0,ff5e,0,000003b4,00000000
731,731,0,ff5e,0,000003b8,f7ff2007
732,732,0,ff5e,0,000003bc,bf30ff7f
733,733,0,ff5e,0,000003bc,00000000
734,734,0,ff5e,0,000002b8,b530bd00
735,735,0,ff5e,0,000002bc,21e0f04f
736,736,0,ff5e,0,000002c0,47706108
737,737,0,ff5e,0,000002c4,21e0f04f
738,738,0,ff5e,0,000002c8,47706148
739,739,0,ff5e,0,000003b8,00000000
740,740,0,ff5e,0,000003bc,bf30ff7f
741,741,0,ff5e,0,000003c0,b530bd00
742,742,0,ff5e,0,000003c0,00000000
743,743,0,ff5e,0,000003c4,25004604
744,744,0,ff5e,0,000003c8,f44fe005
745,745,0,ff5e,0,000003c8,00000000
746,746,0,ff5e,0,000003c8,00000000
747,747,0,ff5e,0,000003c8,00000000
748,748,0,ff5e,0,000003c8,00000000
749,749,0,ff5e,0,000003c8,00000000
750,750,0,ff5e,0,000003c8,00000000
751,751,0,ff5e,0,000003c8,00000000
752,752,0,ff5e,0,000003c8,00000000
753,753,0,ff5e,0,000003c8,00000000
754,754,0,ff5e,0,000003c8,00000000
755,755,0,ff5e,0,000003c8,00000000
756,756,0,ff5e,0,000003c8,00000000
757,757,0,ff5e,0,000003c8,00000000
758,758,0,ff5e,0,000003c8,00000000
759,759,0,ff5e,0,000003c8,00000000
760,760,0,ff5e,0,000003c8,00000000
761,761,0,ff5e,0,000003c8,00000000
762,762,0,ff5e,0,000003c8,00000000
763,763,0,ff5e,0,000003c8,00000000
764,764,0,ff5e,0,000003c8,00000000
765,765,0,ff5e,0,000003c8,00000000
766,766,0,ff5e,0,000003c8,00000000
767,767,0,ff5e,0,000003c8,00000000
768,768,0,ff5e,0,000003c8,00000000
769,769,0,ff5e,0,000003c8,00000000
770,770,0,ff5e,0,000003c8,00000000
771,771,0,ff5e,0,000003c8,00000000
772,772,0,ff5e,0,000003c8,00000000
773,773,0,ff5e,0,000003c8,00000000
774,774,0,ff5e,0,000003c8,00000000
775,775,0,ff5e,0,000003c8,00000000
776,776,0,ff5e,0,000003c8,00000000
777,777,0,ff5e,0,000003c8,00000000
778,778,0,ff5e,0,000003c8,00000000
779,779,0,ff5e,0,000003c8,00000000
780,780,0,ff5e,0,000003c8,00000000
781,781,0,ff5e,0,000003c8,00000000
782,782,0,ff5e,0,000003c8,00000000
783,783,0,ff5e,0,000003c8,00000000
784,784,0,ff5e,0,000003c8,00000000
785,785,0,ff5e,0,000003c8,00000000
786,786,0,ff5e,0,000003c8,00000000
787,787,0,ff5e,0,000003c8,00000000
788,788,0,ff5e,0,000003c8,00000000
789,789,0,ff5e,0,000003c8,00000000
790,790,0,ff5e,0,000003c8,00000000
791,791,0,ff5e,0,000003c8,00000000
792,792,0,ff5e,0,000003c8,00000000
793,793,0,ff5e,0,000003c8,00000000
794,794,0,ff5e,0,000003c8,00000000
795,795,0,ff5e,0,0000003c,00000000
796,796,0,ff5e,0,000003c8,000002ed
797,797,0,ff5e,0,000002f0,00000000
798,798,0,ff5e,0,000002f0,00000000
799,799,0,ff5e,0,000002ec,00000000
800,800,0,ff5e,0,000002f0,68004802
801,801,0,ff5e,0,000002f4,49011c40
802,802,0,ff5e,0,000002f8,47706008
803,803,0,ff5e,0,000002f8,00000000
804,804,0,ff5e,0,000002f8,00000000
805,805,0,ff5e,0,000002f8,00000000
806,806,0,ff5e,0,000002f8,20000004
807,807,0,ff5e,0,000002f8,00000000
808,808,0,ff5e,0,000002fc,00000000
809,809,0,ff5e,0,000002fc,20000004
810,810,0,ff5e,0,00000300,4811b51f
811,811,0,ff5e,0,00000300,00000000
812,812,0,ff5e,0,00000300,20000004
813,813,0,ff5e,0,1ffffff8,00000000
814,814,0,ff5e,0,1ffffffc,00000000
815,815,0,ff5e,0,1ffffffc,00000000
816,816,0,ff5e,0,1ffffffc,00000000
817,817,0,ff5e,0,000003bc,00000000
818,818,0,ff5e,0,000003c0,00000000
819,819,0,ff5e,0,000003c0,b530bd00
820,820,0,ff5e,0,000003c4,25004604
821,821,0,ff5e,0,000003c8,f44fe005
822,822,0,ff5e,0,000003c8,00000000
823,823,0,ff5e,0,000003c8,00000000
824,824,0,ff5e,0,000003c8,00000000
825,825,0,ff5e,0,000003c8,00000000
826,826,0,ff5e,0,000003e4,00000000
827,827,0,ff5e,0,000003e8,1c60ffdc
828,828,0,ff5e,0,000003ec,429cb284
829,829,0,ff5e,0,000003f0,bd10dbf8
830,830,0,ff5e,0,000003f4,4825b086
831,831,0,ff5e,0,000003e0,f44f6800
832,832,0,ff5e,0,000003e4,f7ff2032
833,833,0,ff5e,0,000003e8,1c60ffdc
834,834,0,ff5e,0,0000039c,429cb284
835,835,0,ff5e,0,000003a0,b5004770
836,836,0,ff5e,0,000003a4,20004602
837,837,0,ff5e,0,000003a8,ff88f7ff
838,838,0,ff5e,0,000003ac,f7ff4610
839,839,0,ff5e,0,000003ac,00000000
840,840,0,ff5e,0,000002b8,2000ff89
841,841,0,ff5e,0,000002bc,21e0f04f
842,842,0,ff5e,0,000002c0,47706108
843,843,0,ff5e,0,000002c4,21e0f04f
844,844,0,ff5e,0,000002c8,47706148
845,845,0,ff5e,0,000003a8,00000000
846,846,0,ff5e,0,0000003c,00000000
847,847,0,ff5e,0,000003ac,000002ed
848,848,0,ff5e,0,000002f0,00000000
849,849,0,ff5e,0,000002f0,00000000
850,850,0,ff5e,0,000002ec,00000000
851,851,0,ff5e,0,000002f0,68004802
852,852,0,ff5e,0,000002f4,49011c40
853,853,0,ff5e,0,000002f8,47706008
854,854,0,ff5e,0,000002f8,00000000
855,855,0,ff5e,0,000002f8,00000000
856,856,0,ff5e,0,000002f8,00000000
857,857,0,ff5e,0,000002f8,20000004
858,858,0,ff5e,0,000002f8,00000000
859,859,0,ff5e,0,000002fc,00000000
860,860,0,ff5e,0,000002fc,20000004
861,861,0,ff5e,0,00000300,4811b51f
862,862,0,ff5e,0,00000300,00000000
863,863,0,ff5e,0,00000300,20000004
864,864,0,ff5e,0,1ffffff8,00000000
865,865,0,ff5e,0,1ffffffc,00000000
866,866,0,ff5e,0,1ffffffc,00000000
867,867,0,ff5e,0,1ffffffc,00000000
868,868,0,ff5e,0,000002bc,00000000
869,869,0,ff5e,0,000002c0,00000000
870,870,0,ff5e,0,000002c0,47706108
871,871,0,ff5e,0,000002c4,21e0f04f
872,872,0,ff5e,0,000002c8,47706148
873,873,0,ff5e,0,000002c8,00000000
874,874,0,ff5e,0,000002c8,00000000
875,875,0,ff5e,0,000003a8,00000000
876,876,0,ff5e,0,000003ac,f7ff4610
877,877,0,ff5e,0,000003b0,2000ff89
878,878,0,ff5e,0,000003b0,00000000
879,879,0,ff5e,0,000002c0,ff8af7ff
880,880,0,ff5e,0,000002c4,21e0f04f
881,881,0,ff5e,0,000002c8,47706148
882,882,0,ff5e,0,000002cc,21e0f04f
883,883,0,ff5e,0,000002d0,47706188
884,884,0,ff5e,0,000003ac,00000000
885,885,0,ff5e,0,000003b0,2000ff89
886,886,0,ff5e,0,000003b4,ff8af7ff
887,887,0,ff5e,0,000003b4,00000000
888,888,0,ff5e,0,000002c8,f7ff2007
889,889,0,ff5e,0,000002cc,21e0f04f
890,890,0,ff5e,0,000002d0,47706188
891,891,0,ff5e,0,000002d4,2000b510
892,892,0,ff5e,0,000002d8,fff0f7ff
893,893,0,ff5e,0,000003b4,00000000
894,894,0,ff5e,0,000003b8,f7ff2007
895,895,0,ff5e,0,000003bc,bf30ff7f
896,896,0,ff5e,0,000003bc,00000000
897,897,0,ff5e,0,000002b8,b530bd00
898,898,0,ff5e,0,000002bc,21e0f04f
899,899,0,ff5e,0,000002c0,47706108
900,900,0,ff5e,0,000002c4,21e0f04f
901,901,0,ff5e,0,000002c8,47706148
902,902,0,ff5e,0,000003b8,00000000
903,903,0,ff5e,0,000003bc,bf30ff7f
904,904,0,ff5e,0,000003c0,b530bd00
905,905,0,ff5e,0,000003c0,00000000
906,906,0,ff5e,0,000003c4,25004604
907,907,0,ff5e,0,000003c8,f44fe005
908,908,0,ff5e,0,000003c8,00000000
909,909,0,ff5e,0,000003c8,00000000
910,910,0,ff5e,0,000003c8,00000000
911,911,0,ff5e,0,000003c8,00000000
912,912,0,ff5e,0,000003c8,00000000
913,913,0,ff5e,0,000003c8,00000000
914,914,0,ff5e,0,000003c8,00000000
915,915,0,ff5e,0,000003c8,00000000
916,916,0,ff5e,0,000003c8,00000000
917,917,0,ff5e,0,000003c8,00000000
918,918,0,ff5e,0,000003c8,00000000
919,919,0,ff5e,0,000003c8,00000000
920,920,0,ff5e,0,000003c8,00000000
921,921,0,ff5e,0,000003c8,00000000
922,922,0,ff5e,0,000003c8,00000000
923,923,0,ff5e,0,000003c8,00000000
924,924,0,ff5e,0,000003c8,00000000
925,925,0,ff5e,0,000003c8,00000000
926,926,0,ff5e,0,000003c8,00000000
927,927,0,ff5e,0,000003c8,00000000
928,928,0,ff5e,0,000003c8,00000000
929,929,0,ff5e,0,000003c8,00000000
930,930,0,ff5e,0,000003c8,00000000
931,931,0,ff5e,0,000003c8,00000000
932,932,0,ff5e,0,000003c8,00000000
933,933,0,ff5e,0,000003c8,00000000
934,934,0,ff5e,0,000003c8,00000000
935,935,0,ff5e,0,000003c8,00000000
936,936,0,ff5e,0,000003c8,00000000
937,937,0,ff5e,0,000003c8,00000000
938,938,0,ff5e,0,000003c8,00000000
939,939,0,ff5e,0,000003c8,00000000
940,940,0,ff5e,0,000003c8,00000000
941,941,0,ff5e,0,000003c8,00000000
942,942,0,ff5e,0,000003c8,00000000
943,943,0,ff5e,0,000003c8,00000000
944,944,0,ff5e,0,000003c8,00000000
945,945,0,ff5e,0,000003c8,00000000
946,946,0,ff5e,0,000003c8,00000000
947,947,0,ff5e,0,000003c8,00000000
948,948,0,ff5e,0,000003c8,00000000
949,949,0,ff5e,0,000003c8,00000000
950,950,0,ff5e,0,000003c8,00000000
951,951,0,ff5e,0,000003c8,00000000
952,952,0,ff5e,0,000003c8,00000000
953,953,0,ff5e,0,000003c8,00000000
954,954,0,ff5e,0,000003c8,00000000
955,955,0,ff5e,0,000003c8,00000000
956,956,0,ff5e,0,000003c8,00000000
957,957,0,ff5e,0,000003c8,00000000
958,958,0,ff5e,0,0000003c,00000000
959,959,0,ff5e,0,000003c8,000002ed
960,960,0,ff5e,0,000002f0,00000000
961,961,0,ff5e,0,000002f0,00000000
962,962,0,ff5e,0,000002ec,00000000
963,963,0,ff5e,0,000002f0,68004802
964,964,0,ff5e,0,000002f4,49011c40
965,965,0,ff5e,0,000002f8,47706008
966,966,0,ff5e,0,000002f8,00000000
967,967,0,ff5e,0,000002f8,00000000
968,968,0,ff5e,0,000002f8,00000000
969,969,0,ff5e,0,000002f8,20000004
970,970,0,ff5e,0,000002f8,00000000
971,971,0,ff5e,0,000002fc,00000000
972,972,0,ff5e,0,000002fc,20000004
973,973,0,ff5e,0,00000300,4811b51f
974,974,0,ff5e,0,00000300,00000000
975,975,0,ff5e,0,00000300,20000004
976,976,0,ff5e,0,1ffffff8,00000000
977,977,0,ff5e,0,1ffffffc,00000000
978,978,0,ff5e,0,1ffffffc,00000000
979,979,0,ff5e,0,1ffffffc,00000000
980,980,0,ff5e,0,000003bc,00000000
981,981,0,ff5e,0,000003c0,00000000
982,982,0,ff5e,0,000003c0,b530bd00
983,983,0,ff5e,0,000003c4,25004604
984,984,0,ff5e,0,000003c8,f44fe005
985,985,0,ff5e,0,000003c8,00000000
986,986,0,ff5e,0,000003c8,00000000
987,987,0,ff5e,0,000003c8,00000000
988,988,0,ff5e,0,000003c8,00000000
989,989,0,ff5e,0,000003e4,00000000
990,990,0,ff5e,0,000003e8,1c60ffdc
991,991,0,ff5e,0,000003ec,429cb284
992,992,0,ff5e,0,000003f0,bd10dbf8
993,993,0,ff5e,0,000003f4,4825b086
994,994,0,ff5e,0,000003e0,f44f6800
995,995,0,ff5e,0,000003e4,f7ff2032
996,996,0,ff5e,0,000003e8,1c60ffdc
997,997,0,ff5e,0,0000039c,429cb284
998,998,0,ff5e,0,000003a0,b5004770
999,999,0,ff5e,0,000003a4,20004602
1000,1000,0,ff5e,0,000003a8,ff88f7ff
1001,1001,0,ff5e,0,000003ac,f7ff4610
1002,1002,0,ff5e,0,000003ac,00000000
1003,1003,0,ff5e,0,000002b8,2000ff89
1004,1004,0,ff5e,0,000002bc,21e0f04f
1005,1005,0,ff5e,0,000002c0,47706108
1006,1006,0,ff5e,0,000002c4,21e0f04f
1007,1007,0,ff5e,0,000002c8,47706148
1008,1008,0,ff5e,0,000003a8,00000000
1009,1009,0,ff5e,0,0000003c,00000000
1010,1010,0,ff5e,0,000003ac,000002ed
1011,1011,0,ff5e,0,000002f0,00000000
1012,1012,0,ff5e,0,000002f0,00000000
1013,1013,0,ff5e,0,000002ec,00000000
1014,1014,0,ff5e,0,000002f0,68004802
1015,1015,0,ff5e,0,000002f4,49011c40
1016,1016,0,ff5e,0,000002f8,47706008
1017,1017,0,ff5e,0,000002f8,00000000
1018,1018,0,ff5e,0,000002f8,00000000
1019,1019,0,ff5e,0,000002f8,00000000
1020,1020,0,ff5e,0,000002f8,20000004
1021,1021,0,ff5e,0,000002f8,00000000
1022,1022,0,ff5e,0,000002fc,00000000
1023,1023,0,ff5e,0,000002fc,20000004
